"","caseid","weight","inputzip","county_fips","NCHS_Code_2013","USR_Classification","HRSA_Classification","Census_Classification","CountyName_Census","MO_Region","votereg","treat_group","QA","QB","consent","POLS001","POLS002","POLS007","POLS003","POLS004","POLS005","POLS006","POLS008","POLS009","POLS010","POLS010_t","POLS011","POLS012","POLS013","POLS014","POLS015","POLS016","POLS017","POLS018","POLS019","POLS020","POLS021","POLS022","POLS023","POLS024","POLS025","POLS026","POLS027","POLS028","POLS029","POLS030","POLS031","POLS032","POLS033","POLS034","POLS035","POLS036","EDU001","EDU002","EDU002_t","EDU003rule","EDU004rule","EDU005rule","EDU006rule","EDU007rule","EDU008rule","EDU009rule","EDU010rule","EDU011rule","EDU012","EDU013","EDU014","EDU015","EDU016","EDU017","EDU018","birthyr","agegroup","gender","race","educ","marstat","employ","faminc_new","incgroup","pid3","pid7","presvote16post","presvote20post","inputstate","ideo5","newsint","religpew","pew_churatd","pew_bornagain","pew_religimp","pew_prayer","ownhome","starttime","endtime"
"163",1911057009,0.55989152954233,63028,29099,2,3,3,1,"Jefferson MO",6,1,2,1,1,1,4,NA,NA,NA,1,2,1,1,1,1,"__NA__",3,2,1,1,NA,1,2,NA,NA,NA,2,1,2,1,2,NA,2,2,1,1,1,2,2,2,NA,1,2,4,"__NA__",50,40,40,60832,55265,61251,25361,25574,25786,2,2,1,2,2,2,2,1959,2,1,1,3,1,1,12,3,2,7,2,2,29,5,1,1,4,1,1,5,1,2022-08-10 00:45:56,2022-08-10 01:21:32
"164",1911109731,0.940120016320168,64401,29021,4,2,2,1,"Buchanan MO",2,1,2,1,1,1,4,NA,NA,NA,2,2,5,1,1,1,"__NA__",4,4,2,2,NA,2,2,NA,NA,NA,2,1,2,1,2,NA,2,2,1,1,2,1,1,2,NA,1,2,2,"__NA__",62,68,74,39180,55761,65115,31527,40881,60651,1,1,1,1,1,2,2,1956,1,2,1,2,1,5,8,2,2,7,2,2,29,4,2,1,2,1,1,2,1,2022-08-10 01:10:12,2022-08-10 01:24:20
"165",1911654063,5.1916788968668,63020,29099,2,3,3,1,"Jefferson MO",6,1,2,2,2,1,4,NA,NA,NA,2,2,2,1,1,1,"__NA__",4,4,4,4,NA,2,5,NA,NA,NA,2,2,3,1,2,NA,2,2,3,3,1,2,3,2,NA,1,2,1,"__NA__",59,75,88,40926,45368,49492,32360,32678,33312,3,3,2,1,1,2,1,1964,2,2,1,5,4,5,4,1,2,7,6,5,29,6,2,2,4,2,2,1,1,2022-08-10 01:09:44,2022-08-10 01:25:01
"166",1911699363,1.12476718224517,63146,29189,2,3,3,1,"St. Louis MO",6,1,1,2,1,1,4,4,1,2,2,1,1,1,1,4,"__NA__",4,2,2,2,4,NA,2,2,1,3,NA,NA,NA,NA,NA,1,1,2,3,3,1,2,1,2,2,NA,2,2,"__NA__",80,50,31,70501,56045,62210,40314,32023,34786,1,1,NA,2,2,3,2,1942,1,1,1,6,1,5,11,3,2,7,2,2,29,4,1,1,2,1,1,2,1,2022-08-10 01:13:56,2022-08-10 01:25:35
"167",1911679699,7.07576457036084,64086,29095,1,4,2,1,"Jackson MO",5,1,1,1,1,1,4,4,2,2,2,2,5,3,4,4,"__NA__",4,3,2,3,2,NA,3,1,2,4,NA,NA,NA,NA,NA,2,2,2,2,2,3,2,2,2,2,NA,1,1,"__NA__",71,61,57,55464,53394,75648,40149,38468,50057,3,2,NA,2,2,2,2,1980,3,2,1,6,1,1,10,3,4,4,3,3,29,4,2,1,1,1,1,1,1,2022-08-10 01:06:57,2022-08-10 01:27:34
"168",1911723687,1.10456853193389,64012,29037,2,3,3,1,"Cass MO",5,1,2,2,1,1,4,NA,NA,NA,2,4,2,1,1,1,"__NA__",4,3,2,3,NA,1,1,NA,NA,NA,2,1,2,2,2,NA,2,2,1,1,1,1,1,2,NA,1,2,2,"__NA__",65,65,60,39531,38262,45244,33545,30782,37618,3,2,1,2,2,2,3,1964,2,2,1,3,1,7,4,1,3,5,2,2,29,3,1,11,5,2,1,1,1,2022-08-10 01:55:29,2022-08-10 02:07:27
"169",1911724199,0.457596119042378,63123,29189,2,3,3,1,"St. Louis MO",6,1,1,2,1,1,4,3,2,5,2,3,1,1,1,1,"__NA__",4,4,4,4,4,NA,4,3,3,4,NA,NA,NA,NA,NA,1,2,2,3,1,1,3,1,2,2,NA,1,1,"__NA__",60,60,50,35618,29234,61828,25538,25538,37970,2,1,NA,2,2,2,2,1959,2,2,1,3,4,1,4,1,2,7,2,2,29,5,1,1,3,1,1,1,1,2022-08-10 01:59:31,2022-08-10 02:13:23
"170",1911725361,1.59396113655978,64015,29095,1,4,2,1,"Jackson MO",5,1,1,3,1,1,2,3,3,3,4,3,3,2,3,2,"__NA__",4,4,2,3,2,NA,4,2,3,2,NA,NA,NA,NA,NA,3,1,3,1,1,1,3,1,3,2,NA,1,1,"__NA__",60,50,30,55123,43430,50021,39670,34077,42793,1,3,NA,1,1,3,1,1986,3,2,1,6,1,1,97,NA,5,8,7,1,29,2,2,1,2,1,1,1,1,2022-08-10 02:06:53,2022-08-10 02:16:52
"171",1911725437,1.77270525444515,64015,29095,1,4,2,1,"Jackson MO",5,1,2,2,1,1,3,NA,NA,NA,2,1,1,1,1,1,"__NA__",4,3,2,2,NA,1,3,NA,NA,NA,2,1,2,1,2,NA,2,2,1,1,1,2,2,2,NA,1,2,1,"__NA__",59,30,20,35714,34314,50770,25210,36064,51471,1,2,1,2,1,1,2,1958,2,1,1,2,1,5,7,2,2,7,2,2,29,4,1,1,1,1,1,1,1,2022-08-10 02:07:15,2022-08-10 02:23:27
"172",1911730715,1.18669292817607,65803,29077,3,2,2,1,"Greene MO",3,1,2,2,2,1,2,NA,NA,NA,4,3,4,2,2,3,"__NA__",3,3,2,3,NA,2,3,NA,NA,NA,1,2,1,1,3,NA,1,1,1,1,1,1,1,1,NA,2,2,3,"__NA__",51,42,37,67577,60574,72479,50770,40966,54622,1,2,2,1,1,2,2,1940,1,2,1,2,4,5,4,1,1,1,7,1,29,2,1,1,3,2,1,1,1,2022-08-10 02:17:42,2022-08-10 02:32:56
"173",1911768491,1.79512746459266,63026,29189,2,3,3,1,"St. Louis MO",6,1,1,2,1,1,4,4,4,3,2,2,1,1,1,1,"__NA__",4,4,2,3,4,NA,2,2,2,3,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,2,NA,1,1,"__NA__",61,61,65,60606,63131,71654,55871,57765,59028,1,3,NA,1,1,3,2,1970,2,2,1,6,1,7,11,3,3,5,7,2,29,4,2,11,5,2,4,6,1,2022-08-10 02:59:53,2022-08-10 03:29:07
"174",1911790419,0.603859566113604,64024,29047,2,3,3,1,"Clay MO",5,1,2,1,1,1,1,NA,NA,NA,4,4,4,2,2,4,"__NA__",2,3,1,5,NA,2,2,NA,NA,NA,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,NA,2,2,1,"__NA__",50,60,30,40242,39391,39179,23447,24826,25573,1,2,2,1,1,2,2,1952,1,1,1,2,6,5,5,1,1,1,1,1,29,1,1,11,6,2,4,7,3,2022-08-10 03:22:55,2022-08-10 03:48:16
"175",1911065275,1.25054807149598,63123,29189,2,3,3,1,"St. Louis MO",6,1,1,1,1,1,4,4,2,1,2,4,2,1,1,4,"__NA__",4,3,2,3,4,NA,3,3,3,4,NA,NA,NA,NA,NA,2,1,2,1,1,1,3,3,2,2,NA,2,1,"__NA__",26,43,49,49704,37900,78518,25448,22168,39331,1,1,NA,3,2,1,2,1949,1,1,1,6,1,5,8,2,2,7,2,2,29,4,1,12,4,2,2,2,1,2022-08-10 03:35:10,2022-08-10 04:01:18
"176",1911810585,1.43938216936248,64037,29107,2,3,3,2,"Lafayette MO",2,1,1,2,1,1,2,1,3,4,2,1,3,2,2,1,"__NA__",2,3,2,4,3,NA,2,3,4,3,NA,NA,NA,NA,NA,4,1,2,1,1,2,3,2,1,2,NA,2,2,"__NA__",73,61,84,91900,63413,96152,94026,63413,89774,2,1,NA,2,3,2,2,1972,2,2,1,6,3,1,6,2,1,2,7,1,29,4,2,1,6,2,4,7,1,2022-08-10 04:05:19,2022-08-10 04:16:25
"177",1911773859,1.31357843177881,64105,29095,1,4,2,1,"Jackson MO",5,1,2,2,1,1,2,NA,NA,NA,3,4,4,2,2,2,"__NA__",3,2,4,4,NA,1,1,NA,NA,NA,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,NA,2,2,1,"__NA__",31,48,81,46407,42793,88286,32163,34714,43218,1,1,1,1,1,1,1,1950,1,1,1,2,1,5,6,2,3,3,1,1,29,2,1,11,5,2,4,6,2,2022-08-10 04:13:02,2022-08-10 04:20:22
"178",1911821609,2.95702124843303,63069,29071,2,3,3,2,"Franklin MO",1,1,1,2,1,1,2,3,4,4,4,3,4,2,2,4,"__NA__",2,3,2,3,3,NA,3,1,2,4,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,2,1,"__NA__",50,40,45,65000,60000,62000,40000,39000,45000,1,1,NA,1,1,1,2,2001,4,1,1,5,5,8,10,3,1,2,7,1,29,2,2,1,4,1,3,4,2,2022-08-10 04:16:06,2022-08-10 04:22:54
"179",1911785457,0.666290852945837,64063,29095,1,4,2,1,"Jackson MO",5,1,2,1,1,1,1,NA,NA,NA,4,4,4,2,5,2,"__NA__",3,4,3,3,NA,2,3,NA,NA,NA,1,2,1,1,2,NA,1,1,1,1,1,3,1,3,NA,2,2,1,"__NA__",44,32,10,52554,37885,63608,27894,22579,31295,1,2,2,1,2,3,1,1942,1,1,1,3,1,5,4,1,1,1,6,1,29,6,2,12,6,2,4,7,1,2022-08-10 04:16:57,2022-08-10 04:35:20
"180",1911819427,1.48136115638491,65737,29209,5,1,1,2,"Stone MO",3,1,1,1,1,1,4,3,3,2,2,1,1,1,1,1,"__NA__",4,3,4,3,3,NA,3,3,2,2,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,2,3,"__NA__",31,40,32,37159,38860,46513,31207,32270,32270,2,1,NA,1,2,1,2,1955,1,1,1,2,4,5,3,1,2,7,2,2,29,4,1,1,6,2,1,2,1,2022-08-10 05:04:12,2022-08-10 05:11:18
"181",1911839321,0.491503809491545,63101,29510,1,4,2,1,"St. Louis city MO",6,1,2,2,1,1,3,NA,NA,NA,4,3,4,2,5,2,"__NA__",4,3,4,3,NA,4,2,NA,NA,NA,2,2,1,1,3,NA,1,1,1,1,1,1,1,1,NA,2,2,1,"__NA__",46,24,58,36010,55464,62500,21156,30629,40977,1,1,3,3,1,1,1,1997,4,1,1,6,1,1,10,3,3,3,3,1,29,2,2,12,5,2,2,7,1,2022-08-10 04:56:01,2022-08-10 05:11:43
"182",1911294195,1.38880841001545,63701,29031,4,2,2,1,"Cape Girardeau MO",4,1,2,1,1,1,4,NA,NA,NA,1,1,1,1,1,1,"__NA__",2,2,2,1,NA,2,2,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,2,1,1,"__NA__",60,70,62,101898,101898,91670,91898,90080,90989,1,1,1,1,1,1,1,1979,3,1,1,5,1,1,11,3,2,7,2,2,29,5,1,1,3,1,2,5,1,2022-08-10 06:52:40,2022-08-10 07:09:57
"183",1910478321,0.996464859129831,63366,29183,2,3,3,1,"St. Charles MO",6,1,1,1,1,1,1,3,3,4,4,4,4,2,2,3,"__NA__",2,3,2,2,2,NA,2,2,2,3,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,2,1,"__NA__",42,21,32,43856,34289,51509,33014,31313,33439,1,2,NA,1,1,2,1,1950,1,2,1,6,5,5,9,2,1,1,1,1,29,2,1,1,4,1,2,2,1,2022-08-10 08:14:40,2022-08-10 08:30:45
"184",1911984003,0.811667021043235,64804,29097,4,2,2,1,"Jasper MO",3,1,1,2,1,1,2,2,1,1,1,2,3,1,1,1,"__NA__",3,3,3,3,4,NA,4,1,2,3,NA,NA,NA,NA,NA,2,2,2,3,2,1,1,1,2,1,NA,2,3,"__NA__",65,73,60,49525,50804,57749,32223,38377,43129,1,1,NA,1,1,2,1,1990,3,1,2,5,5,1,4,1,1,1,1,1,29,3,4,5,2,1,1,2,1,2022-08-10 08:51:13,2022-08-10 09:00:00
"185",1912032419,1.23087605007046,65706,29225,3,2,2,2,"Webster MO",3,1,1,1,1,1,2,2,4,4,4,4,4,2,2,4,"__NA__",3,3,2,3,2,NA,3,2,2,4,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,2,3,"__NA__",33,42,39,37646,46418,46418,31798,37281,48611,1,2,NA,1,1,2,1,1969,2,1,1,4,1,1,9,2,1,1,1,1,29,2,1,11,6,2,4,6,1,2022-08-10 09:49:54,2022-08-10 10:20:44
"186",1912027317,1.50891148249125,65711,29229,6,1,1,2,"Wright MO",3,1,2,1,1,1,4,NA,NA,NA,2,4,1,1,1,1,"__NA__",4,4,3,3,NA,2,2,NA,NA,NA,2,2,1,2,2,NA,2,2,3,3,1,3,3,2,NA,1,2,5,"__NA__",15,13,29,31205,35216,47272,24429,26242,32360,1,1,3,1,2,3,2,1956,1,1,5,2,1,5,4,1,2,7,2,2,29,4,1,1,2,1,1,8,1,2022-08-10 10:04:20,2022-08-10 10:28:18
"187",1911501961,1.50237337136909,63060,29071,2,3,3,2,"Franklin MO",1,1,2,1,1,1,4,NA,NA,NA,2,2,1,1,1,1,"__NA__",3,3,2,2,NA,2,2,NA,NA,NA,2,1,3,1,2,NA,3,2,1,1,1,3,3,2,NA,1,2,1,"__NA__",62,50,60,50127,52982,61865,44734,44416,47906,1,3,1,1,2,3,2,1949,1,1,1,2,1,5,6,2,2,7,2,2,29,4,1,1,6,1,2,4,1,2022-08-10 09:55:07,2022-08-10 10:28:33
"188",1912062833,1.21721424559032,64750,29217,6,1,1,2,"Vernon MO",3,1,1,1,1,1,4,2,3,5,2,5,1,1,1,3,"__NA__",4,4,4,3,4,NA,3,4,2,4,NA,NA,NA,NA,NA,1,2,2,1,1,1,3,1,2,1,NA,2,2,"__NA__",45,52,59,42632,52566,51325,23179,37252,45116,1,2,NA,1,2,2,1,1957,1,2,1,2,4,5,4,1,2,7,2,2,29,6,1,1,5,2,2,2,1,2022-08-10 10:40:33,2022-08-10 11:03:43
"189",1912106185,0.7145015762393,63109,29510,1,4,2,1,"St. Louis city MO",6,1,2,1,1,1,2,NA,NA,NA,2,2,4,1,3,4,"__NA__",3,3,3,3,NA,4,4,NA,NA,NA,2,2,2,1,2,NA,1,2,1,1,1,1,1,2,NA,2,2,1,"__NA__",37,45,48,40242,49170,52572,37139,44919,50658,1,2,1,1,2,2,2,1962,2,1,1,5,1,1,11,3,3,3,1,1,29,3,2,11,4,2,2,5,1,2022-08-10 11:06:20,2022-08-10 11:15:43
"190",1911775975,0.940120016320168,63303,29183,2,3,3,1,"St. Charles MO",6,1,1,2,1,1,4,4,2,2,2,2,2,1,1,1,"__NA__",3,2,2,5,2,NA,2,2,2,2,NA,NA,NA,NA,NA,2,1,2,1,1,1,3,1,3,2,NA,2,2,"__NA__",72,60,56,58761,53419,67130,48255,42201,57514,1,2,NA,1,2,2,2,1955,1,2,1,2,1,5,5,1,2,7,2,2,29,4,1,1,6,2,2,6,1,2022-08-10 11:07:47,2022-08-10 11:25:11
"191",1911844381,0.920301277573573,64055,29095,1,4,2,1,"Jackson MO",5,1,2,2,1,1,3,NA,NA,NA,3,3,3,4,5,2,"__NA__",4,4,3,3,NA,4,3,NA,NA,NA,2,2,1,1,2,NA,2,2,1,1,1,1,1,2,NA,3,2,2,"__NA__",49,50,52,76754,63231,63231,52632,47515,66155,1,1,1,1,1,2,1,1950,1,2,2,3,1,5,4,1,1,2,1,1,29,3,1,1,2,2,1,1,2,2022-08-10 11:10:55,2022-08-10 11:25:38
"192",1912117333,0.7145015762393,63129,29189,2,3,3,1,"St. Louis MO",6,1,1,1,1,1,2,2,4,4,4,4,4,2,2,2,"__NA__",2,2,4,4,3,NA,4,3,4,3,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,2,1,"__NA__",69,30,42,45051,32678,52665,40292,35382,46003,1,2,NA,1,1,3,1,1964,2,1,1,5,1,1,11,3,1,1,1,1,29,3,1,9,6,2,4,7,1,2022-08-10 11:18:18,2022-08-10 11:26:28
"193",1911962785,1.60469415859399,63043,29189,2,3,3,1,"St. Louis MO",6,1,1,1,1,1,4,2,2,2,2,2,2,1,1,1,"__NA__",3,3,3,3,3,NA,3,3,3,3,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,NA,2,2,"__NA__",37,37,38,81589,80314,80952,80952,74149,78826,3,1,NA,1,2,2,2,1947,1,2,1,2,1,5,5,1,1,2,2,2,29,3,2,1,1,1,2,1,1,2022-08-10 11:22:09,2022-08-10 11:27:52
"194",1912117431,1.66227751219173,65705,29109,6,1,1,2,"Lawrence MO",3,1,2,1,1,1,2,NA,NA,NA,3,3,4,2,2,3,"__NA__",3,3,4,4,NA,4,4,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,1,1,1,3,NA,2,2,5,"__NA__",10,32,41,36187,46781,52743,36134,36134,43800,1,2,2,1,3,2,1,1966,2,1,1,2,1,1,5,1,3,3,1,1,29,3,1,9,6,2,4,7,1,2022-08-10 11:19:38,2022-08-10 11:27:59
"195",1911243315,1.3062453576279,65721,29043,3,2,2,1,"Christian MO",3,1,1,1,1,1,5,3,3,5,3,2,4,2,2,1,"__NA__",4,3,1,4,1,NA,1,3,3,4,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,2,4,"__NA__",59,50,40,49595,49170,61713,48532,48532,60862,1,1,NA,1,1,2,2,1946,1,2,1,5,1,5,5,1,4,4,2,1,29,2,1,1,5,2,2,1,2,2022-08-10 11:14:34,2022-08-10 11:29:01
"196",1911798647,0.620554141308311,63118,29510,1,4,2,1,"St. Louis city MO",6,1,1,2,2,1,2,2,2,2,3,3,4,2,2,1,"__NA__",3,3,3,3,4,NA,4,2,2,4,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,2,NA,2,1,"__NA__",53,65,72,32321,36994,52181,27648,42835,41277,1,2,NA,1,1,3,1,1966,2,2,2,3,5,5,6,2,1,1,1,1,29,3,2,12,5,2,2,2,2,2022-08-10 11:21:32,2022-08-10 11:30:56
"197",1912083639,0.828537466210435,64468,29147,5,1,1,1,"Nodaway MO",2,1,2,2,1,1,4,NA,NA,NA,4,3,2,1,1,5,"2nd amendment",4,4,2,3,NA,1,1,NA,NA,NA,2,2,2,1,2,NA,1,1,1,1,1,1,1,1,NA,2,1,1,"__NA__",74,50,79,39340,38388,50444,30140,41244,34581,1,2,1,1,2,2,1,1984,3,1,1,2,1,1,9,2,2,6,2,2,29,3,3,11,6,2,4,7,1,2022-08-10 10:54:36,2022-08-10 11:40:45
"198",1911860419,0.349722487375942,63110,29510,1,4,2,1,"St. Louis city MO",6,1,2,1,1,1,2,NA,NA,NA,4,3,4,2,2,5,"Womens Reproductive Rights",3,4,4,4,NA,4,4,NA,NA,NA,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,NA,2,2,1,"__NA__",55,44,51,42632,40149,60844,33113,30215,57119,1,1,2,1,1,3,1,1964,2,2,1,5,1,1,12,3,3,3,1,1,29,1,2,11,5,1,3,3,1,2022-08-10 11:30:51,2022-08-10 11:40:51
"199",1912137201,0.994065915229804,65807,29077,3,2,2,1,"Greene MO",3,1,2,1,1,1,4,NA,NA,NA,3,4,1,1,1,1,"__NA__",3,3,3,3,NA,3,3,NA,NA,NA,2,2,3,2,2,NA,1,1,1,1,1,3,3,2,NA,3,2,2,"__NA__",43,29,28,50446,71704,81483,30038,33439,33439,3,1,1,3,2,2,2,1962,2,2,1,5,1,1,10,3,3,5,2,2,29,3,1,1,5,1,2,1,1,2022-08-10 11:33:47,2022-08-10 11:46:42
"200",1910701281,0.944669894986708,63011,29189,2,3,3,1,"St. Louis MO",6,1,1,1,1,1,4,4,2,2,1,5,1,1,1,1,"__NA__",4,3,2,2,4,NA,2,2,2,4,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,2,3,NA,1,2,"__NA__",81,70,71,88710,87030,100806,100806,99798,112231,1,2,NA,1,2,2,2,1960,2,2,3,3,1,2,97,NA,2,7,2,2,29,5,1,2,2,2,1,1,1,2022-08-10 11:36:14,2022-08-10 11:47:27
"201",1912105595,0.529716449917019,63028,29099,2,3,3,1,"Jefferson MO",6,1,2,1,1,1,3,NA,NA,NA,2,1,2,1,1,2,"__NA__",4,3,2,3,NA,2,2,NA,NA,NA,3,1,2,1,2,NA,2,2,3,3,1,1,1,2,NA,1,2,4,"__NA__",47,41,30,28868,29294,28231,22066,20365,20578,1,3,1,3,2,2,2,1957,1,2,1,4,4,5,2,1,2,7,2,2,29,5,2,1,2,1,1,2,1,2022-08-10 11:40:23,2022-08-10 11:51:15
"202",1912141793,0.27763345037611,64801,29097,4,2,2,1,"Jasper MO",3,1,1,2,1,1,2,3,4,3,4,3,4,3,5,1,"__NA__",3,4,4,3,4,NA,4,3,4,3,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,1,3,"__NA__",50,68,57,44823,51452,71970,40088,49874,51768,1,1,NA,1,1,2,1,1989,3,2,1,3,1,1,8,2,1,1,1,1,29,1,2,1,5,2,3,4,1,2022-08-10 11:39:56,2022-08-10 11:51:21
"203",1912151639,0.824398630833624,63011,29189,2,3,3,1,"St. Louis MO",6,1,1,2,2,1,2,2,2,2,2,5,5,2,2,3,"__NA__",3,3,3,2,3,NA,3,2,3,3,NA,NA,NA,NA,NA,2,2,2,1,1,1,2,2,2,2,NA,2,2,"__NA__",80,50,60,48108,44281,51722,36841,29401,37266,1,1,NA,1,1,1,1,1986,3,2,1,5,1,1,8,2,1,2,3,1,29,3,2,1,3,1,2,2,1,2022-08-10 11:47:22,2022-08-10 11:54:39
"204",1912151783,0.538796297525205,64116,29047,2,3,3,1,"Clay MO",5,1,2,2,1,1,2,NA,NA,NA,4,3,4,2,2,4,"__NA__",2,4,3,3,NA,3,3,NA,NA,NA,1,2,1,1,1,NA,1,1,1,1,1,1,1,3,NA,2,2,1,"__NA__",41,19,10,36744,29911,47699,36628,25361,36840,1,2,2,1,3,2,1,1971,2,1,1,6,1,1,11,3,3,3,1,1,29,2,1,2,5,2,4,5,1,2022-08-10 11:48:54,2022-08-10 11:56:15
"205",1911919211,0.37849723899681,65784,29153,6,1,1,2,"Ozark MO",3,1,2,2,1,1,4,NA,NA,NA,3,4,2,1,5,3,"__NA__",4,3,2,5,NA,2,2,NA,NA,NA,2,3,3,2,2,NA,3,2,3,3,1,2,2,2,NA,1,2,1,"__NA__",40,20,30,37125,49880,37125,31172,33724,28196,2,1,1,3,2,1,1,1960,2,1,1,5,1,5,4,1,3,4,7,2,29,5,1,11,6,2,1,1,1,2022-08-10 11:41:16,2022-08-10 12:07:44
"206",1912152977,0.427564090289071,63376,29183,2,3,3,1,"St. Charles MO",6,1,2,1,1,1,1,NA,NA,NA,4,4,4,2,2,1,"__NA__",4,4,4,2,NA,3,4,NA,NA,NA,3,2,1,1,1,NA,1,1,1,1,1,1,1,1,NA,2,1,1,"__NA__",52,30,47,53728,51901,52632,45687,44956,47412,1,1,1,1,1,2,1,1978,3,2,1,2,1,7,7,2,3,3,1,1,29,3,1,3,4,1,1,1,2,2022-08-10 11:59:50,2022-08-10 12:19:12
"207",1911658017,0.795723657919604,65018,29135,4,2,2,2,"Moniteau MO",3,1,1,1,2,1,3,3,4,4,4,4,4,2,2,1,"__NA__",3,3,5,5,5,NA,4,3,3,5,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,2,6,"__NA__",22,45,45,46938,43537,60544,41411,39710,42049,3,1,NA,1,1,2,1,1974,2,1,1,2,5,6,97,NA,1,1,2,1,29,1,1,11,6,2,4,6,2,2022-08-10 12:03:51,2022-08-10 12:20:59
"208",1911819447,0.757394784621537,64014,29095,1,4,2,1,"Jackson MO",5,1,1,2,1,1,4,3,2,3,2,4,1,1,3,5,"All of the above. They should be able to handkerchief more than once too issue at a time otherwise they shouldn’t be in office",3,3,4,4,3,NA,3,3,4,4,NA,NA,NA,NA,NA,1,2,2,3,3,1,2,2,2,2,NA,1,1,"__NA__",29,8,32,46569,36415,62675,39216,34664,43417,2,2,NA,2,2,2,3,1952,1,2,1,5,1,5,97,NA,2,7,2,2,29,5,1,11,6,2,2,2,1,2022-08-10 12:08:23,2022-08-10 12:23:45
"209",1912155113,1.05255679962416,65809,29077,3,2,2,1,"Greene MO",3,1,2,3,2,1,2,NA,NA,NA,2,3,4,2,5,4,"__NA__",2,2,3,3,NA,3,3,NA,NA,NA,2,2,2,1,2,NA,1,1,1,1,1,1,1,3,NA,2,2,2,"__NA__",30,23,29,40242,38754,38966,32874,31738,31738,1,3,1,3,3,2,2,1977,2,1,1,5,1,1,14,3,3,4,1,1,29,3,1,11,5,2,3,2,1,2022-08-10 12:20:09,2022-08-10 12:26:36
"210",1912094891,0.757394784621537,64112,29095,1,4,2,1,"Jackson MO",5,1,2,1,1,1,4,NA,NA,NA,1,1,1,1,1,5,"crime",4,4,3,3,NA,3,4,NA,NA,NA,2,2,2,1,2,NA,1,1,1,1,1,1,1,1,NA,2,2,12,"not sure",58,60,69,75318,75318,65539,50021,48532,51509,2,2,2,2,2,2,3,1953,1,2,1,5,1,1,11,3,2,7,2,2,29,5,1,1,5,2,2,6,1,2022-08-10 12:18:50,2022-08-10 12:27:20
"211",1912085611,1.29890198341735,64063,29095,1,4,2,1,"Jackson MO",5,1,1,1,1,1,2,3,4,3,4,4,4,2,2,4,"__NA__",2,3,2,2,2,NA,3,3,3,4,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,3,2,NA,2,1,"__NA__",70,50,60,45004,35651,65625,39690,30123,55634,3,3,NA,2,3,1,2,1949,1,2,1,2,1,5,5,1,1,1,1,1,29,3,2,9,6,2,4,7,1,2022-08-10 12:23:19,2022-08-10 12:32:28
"212",1911472981,0.801220027246257,63034,29189,2,3,3,1,"St. Louis MO",6,1,2,1,1,1,2,NA,NA,NA,3,2,4,2,2,1,"__NA__",3,3,3,3,NA,1,2,NA,NA,NA,1,2,1,1,3,NA,1,1,1,1,1,1,1,1,NA,2,2,12,"Ferguson Florissant",54,51,67,55654,57567,64370,40135,40135,55016,3,2,1,3,1,2,2,1953,1,1,1,3,1,5,10,3,3,8,1,1,29,2,1,10,6,2,4,6,1,2022-08-10 12:15:00,2022-08-10 12:32:50
"213",1912133081,1.39470935973505,63011,29189,2,3,3,1,"St. Louis MO",6,1,1,1,1,1,2,2,3,4,4,4,4,2,2,2,"__NA__",2,3,1,3,2,NA,3,3,2,3,NA,NA,NA,NA,NA,4,1,1,1,1,1,3,1,3,2,NA,2,1,"__NA__",75,55,60,48669,34664,54972,38165,33613,40966,1,2,NA,1,1,2,1,1953,1,2,1,5,1,2,11,3,1,1,1,1,29,3,1,1,5,1,2,3,1,2022-08-10 12:19:22,2022-08-10 12:41:32
"214",1912062819,0.869192867098961,63348,29183,2,3,3,1,"St. Charles MO",6,1,1,3,1,1,2,3,4,3,3,4,4,2,2,3,"__NA__",3,3,3,4,2,NA,2,3,3,3,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,NA,2,2,"__NA__",64,56,80,38826,36616,55556,36616,34407,42929,1,1,NA,3,3,2,1,1949,1,2,1,3,4,1,97,NA,1,1,1,1,29,2,1,11,6,2,3,2,1,2022-08-10 12:24:20,2022-08-10 12:42:21
